BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8707364,Lloyds Bank,Relationship Director,United Kingdom,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,ASEAN exchanges and securities workshop,10/15/15,14:00,14:01:51,15-Oct-15,Conference room 3,CR3,ASEAN
8707364,Lloyds Bank,Relationship Director,United Kingdom,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:09:09,15-Oct-15,Conference room 1,CR1,Corporate Forum
8798082,Deloitte Touche Tohmatsu Limited ,Director,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Corporate Forum Opening Address Day 2: Designing the industry’s digital trade agenda,10/15/15,8:30,8:24:56,15-Oct-15,Conference room 1,CR1,Corporate Forum
8798082,Deloitte Touche Tohmatsu Limited ,Director,Hong Kong,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Corporate,51 to 60,Week-long Participant Pass with lunch,NORMAL,Progressing the digital trade agenda: Are banks on board?,10/15/15,9:00,9:50:31,15-Oct-15,Conference room 1,CR1,Corporate Forum
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:30:39,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:12:39,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:16:09,15-Oct-15,Conference room 1,CR1,Corporate Forum
8706422,ASX OPERATIONS PTY LTD,"General Manager, Post Trade & Issuer Services",Australia,Trade Services,Customer Services,Departmental Manager,Exchange,41 to 50,Week-long Participant Pass with lunch,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:51:41,15-Oct-15,Innotribe,INN,Innotribe
8518294,GLOBETAX,Managing Director,United Kingdom,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Securities Market Infrastructure,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:40:26,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8732427,BNY Mellon,Managing Director/ Director / EVP,United States,Payments,Product Management,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:40:34,15-Oct-15,Conference room 2,CR2,ASEAN
8686767,ACE Software Solutions,"Head of Sales & Operations, MEA",United Arab Emirates,Payments,Sales,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:32:59,15-Oct-15,SWIFT Auditorium,SA,Securities
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:30:07,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:38:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:09:18,15-Oct-15,Conference room 1,CR1,Corporate Forum
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:54:07,15-Oct-15,Conference room 5,CR5,Corporate Forum
8606260,SWIFT,Senior Business Manager,United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:23:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606260,SWIFT,Senior Business Manager,United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:43:57,15-Oct-15,Conference room 4,CR4,Securities
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,8:58:22,15-Oct-15,Conference room 2,CR2,ASEAN
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,11:06:48,15-Oct-15,Conference room 2,CR2,ASEAN
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:35:16,15-Oct-15,Innotribe,INN,Innotribe
8580493,SWIFT,Manager,India,Payments,Business Development/Strategy,Departmental Manager,Software Vendor / Consultancy,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:43:44,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8731045,State Bank of India,"Asstt. General Manger, State Bank Of India",India,Payments,Information Technology,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:50:50,15-Oct-15,Innotribe,INN,Innotribe
8731045,State Bank of India,"Asstt. General Manger, State Bank Of India",India,Payments,Information Technology,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:37:20,15-Oct-15,Innotribe,INN,Innotribe
8833018,Indian Banks' Association,General Manager,India,FX/MM,Financial Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:58:28,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8833018,Indian Banks' Association,General Manager,India,FX/MM,Financial Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:19:09,15-Oct-15,Conference room 3,CR3,Payments
8865711,Capgemini Financial Services,Account Executive -Asia,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:57:49,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8695490,ICICI BANK LIMITED,Head - Cash Management & Liabilities,India,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:17:29,15-Oct-15,Conference room 4,CR4,Community
8765446,C24 TECHNOLOGIES LIMITED Alpha House,Commercial Director,United Kingdom,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:39:55,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8617672,GUF (NMG) France,Secretary General,France,Payments,Information Technology,Relationship Manager,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:51:56,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8671615,Brunswick Group LLP,Partner,United Kingdom,Securities,Compliance officer / Risk Management,Account Manager,Corporate,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:28:53,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8671615,Brunswick Group LLP,Partner,United Kingdom,Securities,Compliance officer / Risk Management,Account Manager,Corporate,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:12:55,15-Oct-15,Conference room 5,CR5,Community
8537362,Deutsche Bundesbank,Head of the Department Payments and Settlement Systems,Germany,Payments,Business Development/Strategy,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,"ISO 20022 adoption in ASEAN+3, Europe, and U.S - Opportunities and challenges including possible services such as cross-border CSD-RTGS linkages",10/15/15,9:00,8:52:50,15-Oct-15,Conference room 5,CR5,Community
8761081,Accompanying Stephan ZIMMERMANN,Accompanying Person,Switzerland,FX/MM,Innovation,Board Member / CEO / CFO,Commercial Bank,31 to 40,Complimentary Accompanying Person with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:39:57,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606402,SWIFT,Head of Banking Markets and Compliance Services,Belgium,Payments,Marketing,Departmental Manager,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:01:30,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8703695,STET,Director Business Development & External Relations,France,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,61 and over,Week-long Participant Pass - Exhibitor voucher used without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,13:58:31,15-Oct-15,Conference room 4,CR4,Community
8626316,Bottomline Technologies,"Operations Director, Financial Messaging ",Switzerland,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:54:55,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8722671,Greenwich Associates,Managing Director,United Kingdom,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:12:53,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8722671,Greenwich Associates,Managing Director,United Kingdom,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:45:07,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8532930,SCHWEIZERISCHE NATIONALBANK,Business Analyst,Switzerland,Payments,Business Development/Strategy,Analyst/Consultant,Central Bank,21 to 30,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,8:45:28,15-Oct-15,Conference room 4,CR4,Community
8854676,BT Global Servics,Global Account Director SWIFT,Belgium,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:48:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8663945,SWIFT,"Commercial Director, Oceania",Australia,Securities,Sales,Relationship Manager,Software Vendor / Consultancy,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:52:02,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8663945,SWIFT,"Commercial Director, Oceania",Australia,Securities,Sales,Relationship Manager,Software Vendor / Consultancy,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:26:59,15-Oct-15,SWIFT Auditorium,SA,Securities
8840875,"INTERCOPE, International Communication Products Engineering",Executive Director,Germany,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,8:49:50,15-Oct-15,Conference room 4,CR4,Community
8717970,EastNets,Junior Marketing Analyst,United Arab Emirates,Payments,Marketing,Analyst/Consultant,Software Vendor / Consultancy,21 to 30,Central Coordinator Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:59:26,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8859425,Marubeni International Petroleum(S) Pte Ltd,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,ASEAN exchanges and securities workshop,10/15/15,14:00,14:03:31,15-Oct-15,Conference room 3,CR3,ASEAN
8859425,Marubeni International Petroleum(S) Pte Ltd,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:36:39,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8859425,Marubeni International Petroleum(S) Pte Ltd,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:18:09,15-Oct-15,Conference room 5,CR5,Corporate Forum
8859425,Marubeni International Petroleum(S) Pte Ltd,Assistant Manager,Singapore,Cash Management,Financial Operations,Corporate Treasurer,Corporate,Prefer not to answer,Corporate Forum Pass with lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:30:14,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8788154,NTT DATA Getronics Corporation,Manager,Japan,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,9:05:57,15-Oct-15,Conference room 2,CR2,ASEAN
8788154,NTT DATA Getronics Corporation,Manager,Japan,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:59,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8788154,NTT DATA Getronics Corporation,Manager,Japan,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:15:46,15-Oct-15,Conference room 4,CR4,Community
8788154,NTT DATA Getronics Corporation,Manager,Japan,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:25:57,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8772863,China Securities Information Technology Service Limited Company,Executive Manager,China,Securities,Information Technology,Departmental Manager,Securities Market Infrastructure,31 to 40,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:29:34,15-Oct-15,SWIFT Auditorium,SA,Securities
