BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8518049,DBS,"SVP, Group Strategic Marketing & Communications",Singapore,Cash Management,Marketing,Vice President/ Functional Head,Commercial Bank,31 to 40,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:59:23,14-Oct-15,Conference room 1,CR1,Corporate Forum
8785806,"AIB, PUBLIC LIMITED COMPANY Bankcentre",Head of Payments Products,Ireland,Payments,Business Development/Strategy,Departmental Manager,Retail Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,9:25:11,14-Oct-15,Conference room 4,CR4,Community
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:21:21,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574987,USNGSWIFT,US USER GROUP CHAIRMAN,United States,Payments,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,61 and over,Chairpersons Pass,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:26:44,14-Oct-15,Conference room 3,CR3,Community
8606260,SWIFT,Senior Business Manager,United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:20:36,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606260,SWIFT,Senior Business Manager,United States,Securities,Business Development/Strategy,Vice President/ Functional Head,Payments Market Infrastructure,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:28:58,14-Oct-15,SWIFT Auditorium,SA,Payments
8706342,Citi,Head of Clearing & FI Payments,United States,Cash Management,Product Management,Managing Director/ Director / EVP,Commercial Bank,31 to 40,Week-long Participant Pass without lunch,NORMAL,Innotribe day opening,10/14/15,9:15,9:17:54,14-Oct-15,Innotribe,INN,Innotribe
8543031,Canadian Imperial Bank of Commerce,Industry Relations,Canada,Payments,Product Management,Relationship Manager,Commercial Bank,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:27:15,14-Oct-15,SWIFT Auditorium,SA,Payments
8775813,World Economic Forum,Project Lead - Financial Innovation,United States,Trade Services,Innovation,Analyst/Consultant,Central Bank,31 to 40,Complimentary Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:08:05,14-Oct-15,Conference room 2,CR2,Innotribe
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:19:32,14-Oct-15,Conference room 3,CR3,Community
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,COMMUNITY,Thrive or die - Why not piggy back innovation on regulation?,10/14/15,9:00,8:55:53,14-Oct-15,Conference room 4,CR4,Community
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:48:30,14-Oct-15,Conference room 3,CR3,Diversity
8658557,BankITAsia,Reporter,Singapore,Payments,Information Technology,Analyst/Consultant,Software Vendor / Consultancy,Prefer not to answer,Press Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:17:48,14-Oct-15,Conference room 3,CR3,Diversity
8813310,NATIONAL BANK OF EGYPT,Ops Card Center Director,Egypt,Payments,Technology Operations,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:17:22,14-Oct-15,Conference room 5,CR5,Community
8716470,Oracle,Senior Director,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:35:57,14-Oct-15,Conference room 3,CR3,Community
8716470,Oracle,Senior Director,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:01:11,14-Oct-15,Conference room 1,CR1,Corporate Forum
8716470,Oracle,Senior Director,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:43:25,14-Oct-15,Conference room 2,CR2,Innotribe
8716470,Oracle,Senior Director,United States,Payments,Product Management,Managing Director/ Director / EVP,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:28:39,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8731045,State Bank of India,"Asstt. General Manger, State Bank Of India",India,Payments,Information Technology,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:49:05,14-Oct-15,Conference room 1,CR1,Corporate Forum
8731045,State Bank of India,"Asstt. General Manger, State Bank Of India",India,Payments,Information Technology,Section Head/Supervisor,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:25:54,14-Oct-15,SWIFT Auditorium,SA,Payments
8833018,Indian Banks' Association,General Manager,India,FX/MM,Financial Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:38:48,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8865711,Capgemini Financial Services,Account Executive -Asia,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:17:55,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8865711,Capgemini Financial Services,Account Executive -Asia,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:24:05,14-Oct-15,Conference room 3,CR3,Community
8865711,Capgemini Financial Services,Account Executive -Asia,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:01:59,14-Oct-15,Conference room 4,CR4,Payments
8865711,Capgemini Financial Services,Account Executive -Asia,Singapore,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:31:21,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8695490,ICICI BANK LIMITED,Head - Cash Management & Liabilities,India,Cash Management,Product Management,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:12:04,14-Oct-15,Conference room 1,CR1,Corporate Forum
8765446,C24 TECHNOLOGIES LIMITED Alpha House,Commercial Director,United Kingdom,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:39,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8765446,C24 TECHNOLOGIES LIMITED Alpha House,Commercial Director,United Kingdom,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,U.S. stakeholder group update on ISO 20022 implementation,10/14/15,14:00,13:57:01,14-Oct-15,Conference room 4,CR4,Community
8723619,ITAU UNIBANCO S.A,Senior Manager - Global International Services,Brazil,Cash Management,Customer Services,Relationship Manager,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Securities transparency: Is this the next frontier? ,10/14/15,9:00,9:50:23,14-Oct-15,Conference room 2,CR2,Compliance Forum
8723619,ITAU UNIBANCO S.A,Senior Manager - Global International Services,Brazil,Cash Management,Customer Services,Relationship Manager,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,10:49:13,14-Oct-15,Conference room 2,CR2,Compliance Forum
8723619,ITAU UNIBANCO S.A,Senior Manager - Global International Services,Brazil,Cash Management,Customer Services,Relationship Manager,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,"Simplify sanctions compliance with SWIFT’s expanding shared services portfolio
",10/14/15,13:30,13:19:16,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8723619,ITAU UNIBANCO S.A,Senior Manager - Global International Services,Brazil,Cash Management,Customer Services,Relationship Manager,Investment Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,Efficiency as a service (EaaS) – The SWIFT community cloud ,10/14/15,14:30,14:31:53,14-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8617672,GUF (NMG) France,Secretary General,France,Payments,Information Technology,Relationship Manager,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,U.S. stakeholder group update on ISO 20022 implementation,10/14/15,14:00,14:03:29,14-Oct-15,Conference room 4,CR4,Community
8617672,GUF (NMG) France,Secretary General,France,Payments,Information Technology,Relationship Manager,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:43:12,14-Oct-15,Conference room 5,CR5,Community
8617672,GUF (NMG) France,Secretary General,France,Payments,Information Technology,Relationship Manager,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:13:39,14-Oct-15,Conference room 4,CR4,Payments
8671615,Brunswick Group LLP,Partner,United Kingdom,Securities,Compliance officer / Risk Management,Account Manager,Corporate,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:22:29,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8550527,AUSTRALIAN SETTLEMENTS LIMITED,Head Of Projects Office,Australia,Payments,Product Management,Departmental Manager,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:24:42,14-Oct-15,Conference room 3,CR3,Community
8715397,European Central Bank,Executive Board Member ,Germany,Payments,Business Development/Strategy,Board Member / CEO / CFO,Central Bank,61 and over,Speaker Pass with lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:56:03,14-Oct-15,Conference room 5,CR5,Community
8537362,Deutsche Bundesbank,Head of the Department Payments and Settlement Systems,Germany,Payments,Business Development/Strategy,Departmental Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,8:52:53,14-Oct-15,Conference room 5,CR5,Community
8606402,SWIFT,Head of Banking Markets and Compliance Services,Belgium,Payments,Marketing,Departmental Manager,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:05:58,14-Oct-15,Conference room 2,CR2,Compliance Forum
8606402,SWIFT,Head of Banking Markets and Compliance Services,Belgium,Payments,Marketing,Departmental Manager,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,"Empower your compliance teams with insights from SWIFT’s compliance analytics
",10/14/15,15:30,15:45:43,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8626316,Bottomline Technologies,"Operations Director, Financial Messaging ",Switzerland,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:21:20,14-Oct-15,Conference room 5,CR5,Community
8626316,Bottomline Technologies,"Operations Director, Financial Messaging ",Switzerland,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass with lunch,NORMAL,Alliance Messaging Hub,10/14/15,12:00,11:54:09,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8711081,SWIFT,Director,Malaysia,Payments,Information Technology,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:23:22,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8711081,SWIFT,Director,Malaysia,Payments,Information Technology,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:19:55,14-Oct-15,Conference room 2,CR2,Compliance Forum
8711081,SWIFT,Director,Malaysia,Payments,Information Technology,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:34:21,14-Oct-15,SWIFT Auditorium,SA,Payments
8711081,SWIFT,Director,Malaysia,Payments,Information Technology,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,Trainee SWIFT Team 1 Day Pass with lunch,NORMAL,SWIFTRef - come and see how to improve straight-through processing of your payments,10/14/15,16:30,16:22:26,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8520786,SWIFT,Sibos,Belgium,Not selected,Not selected,Not selected,Not selected,41 to 50,SWIFT Crew Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:12:59,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8854676,BT Global Servics,Global Account Director SWIFT,Belgium,Payments,Business Development/Strategy,Account Manager,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:17:38,14-Oct-15,Conference room 2,CR2,Innotribe
8663945,SWIFT,"Commercial Director, Oceania",Australia,Securities,Sales,Relationship Manager,Software Vendor / Consultancy,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:28:48,14-Oct-15,SWIFT Auditorium,SA,Payments
8663945,SWIFT,"Commercial Director, Oceania",Australia,Securities,Sales,Relationship Manager,Software Vendor / Consultancy,31 to 40,Trainee SWIFT Team Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:23:28,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
